type,title,director,cast,country,date_added,year_added,release_year,rating,duration,listed_in
Movie,The Outpost,Rod Lurie,"Scott Eastwood, Caleb Landry Jones, Orlando Bloom, Jack Kesy, Cory Hardrict, Milo Gibson, Jacob Scipio, Taylor John Smith, Jonathan Yunger, Alexander Arnold","United States, Bulgaria",2020-10-01,2020.0,2020,R,123 min,"Action & Adventure, Dramas"
TV Show,The Parkers,Not Specified,"Mo'Nique, Countess Vaughn, Dorien Wilson, Jenna von Oÿ, Ken Lawson, Yvette Wilson",United States,2020-10-01,2020.0,2003,TV-PG,5 Seasons,TV Comedies
TV Show,The Unicorn,Not Specified,"Walton Goggins, Rob Corddry, Michaela Watkins, Omar Benson Miller, Maya Lynne Robinson, Ruby Jay, Makenzie Moss",United States,2020-10-01,2020.0,2019,TV-14,1 Season,"TV Comedies, TV Dramas"
Movie,We Have Always Lived in the Castle,Stacie Passon,"Taissa Farmiga, Alexandra Daddario, Crispin Glover, Sebastian Stan, Paula Malcomson, Peter Coonan, Ian Toner, Joanne Crawford",United States,2020-10-01,2020.0,2018,TV-14,95 min,"Dramas, Thrillers"
TV Show,You Cannot Hide,Not Specified,"Blanca Soto, Eduardo Noriega, Iván Sánchez, Maribel Verdú, Samantha Siqueiros, Peter Vives, Patricia Guirado, Jorge Bosch, Pere Ponce, Juan Caballero, Jordi Planas",Mexico,2020-10-01,2020.0,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
Movie,American Murder: The Family Next Door,Jenny Popplewell,,United States,2020-09-30,2020.0,2020,TV-MA,84 min,Documentaries
Movie,Baxu and the Giants,Florian Schott,"Camilla Jo-Ann Daries, Wafeeq Narimab, Anna Louw, Steven Afrikaner, Ashwyn Mberi, Robert Hara Gaeb",Namibia,2020-09-30,2020.0,2019,TV-PG,29 min,"Dramas, International Movies"
TV Show,Black Butler,Not Specified,"Daisuke Ono, Maaya Sakamoto, Hiroki Touchi, Yuki Kaji, Emiri Kato, Koji Yusa, Shunji Fujimura, Yukari Tamura, Romi Park, Jun Fukuyama",Japan,2020-09-30,2020.0,2010,TV-MA,3 Seasons,"Anime Series, International TV Shows"
TV Show,Man with a Plan,Not Specified,"Matt LeBlanc, Liza Snyder, Grace Kaufman, Matthew McCann, Hala Finley, Matt Cook, Jessica Chaffin",United States,2020-09-30,2020.0,2020,TV-PG,4 Seasons,TV Comedies
Movie,Poacher,Tom Whitworth,"Brian Ogola, Davina Leonard, Shiviske Shivisi, Lenny Juma, Olwenya Maina, Peter King, Alfred Munyua, Mwajuma Belle","United Kingdom, Kenya",2020-09-30,2020.0,2018,TV-MA,28 min,"Dramas, International Movies, Thrillers"
Movie,The Boys in the Band,Joe Mantello,"Jim Parsons, Zachary Quinto, Matt Bomer, Andrew Rannells, Charlie Carver, Robin de Jesús, Brian Hutchison, Michael Benjamin Washington, Tuc Watkins",United States,2020-09-30,2020.0,2020,R,122 min,"Dramas, LGBTQ Movies"
Movie,The Boys in the Band: Something Personal,Not Specified,"Jim Parsons, Zachary Quinto, Matt Bomer, Andrew Rannells, Charlie Carver, Robin de Jesús, Brian Hutchison, Michael Benjamin Washington, Tuc Watkins, Joe Mantello, Ned Martel, Mart Crowley",United States,2020-09-30,2020.0,2020,TV-MA,28 min,"Documentaries, LGBTQ Movies"
TV Show,Wentworth,Not Specified,"Danielle Cormack, Nicole da Silva, Kate Atkinson, Celia Ireland, Shareena Clanton, Aaron Jeffery, Robbie Magasiva, Katrina Milosevic, Jacqueline Brennan, Ra Chapman, Pamela Rabe, Sigrid Thornton, Socratis Otto, Bernard Curry, Tammy MacIntosh, Kate Jenkinson",Australia,2020-09-30,2020.0,2020,TV-MA,8 Seasons,"Crime TV Shows, TV Dramas"
Movie,Bully,Lee Hirsch,,United States,2020-09-29,2020.0,2012,PG-13,98 min,Documentaries
Movie,Michelle Buteau: Welcome to Buteaupia,Page Hurwitz,Michelle Buteau,United States,2020-09-29,2020.0,2020,TV-MA,59 min,Stand-Up Comedy
Movie,Welcome to Sudden Death,Dallas Jackson,"Michael Jai White, Michael Eklund, Sabryn Rock, Nakai Takawira, Lyric Justice, Sagine Semajuste, Gary Owen, Anthony Grant, Kristen Harris, BJ Verot, Sean Skene, Marrese Crump, Stephanie Sy, Jeff Strome, Adam Hurtig, Gillian White, Anthony J. Mifsud",United States,2020-09-29,2020.0,2020,R,80 min,Action & Adventure
Movie,Amandla! A Revolution in Four Part Harmony,Lee Hirsch,"Miriam Makeba, Hugh Masekela, Abdullah Ibrahim, Duma Ka Ndlovu, Sibongile Khumalo, Vusi Mahlasela, Thandi Modise, Sifiso Ntuli, Sibusiso Nxumalo, Dolly Rathebe, Lindiwe Zulu","South Africa, United States",2020-09-28,2020.0,2002,PG-13,103 min,"Documentaries, International Movies, Music & Musicals"
Movie,Ankhon Dekhi,Rajat Kapoor,"Sanjay Mishra, Seema Pahwa, Rajat Kapoor, Taranjit Kaur, Maya Sarao, Chandrachoor Rai, Namit Das, Brijendra Kala, Alka Chawla, Manu Rishi Chadha",India,2020-09-28,2020.0,2013,TV-PG,104 min,"Dramas, Independent Movies, International Movies"
Movie,Dedh Ishqiya,Abhishek Chaubey,"Naseeruddin Shah, Madhuri Dixit, Arshad Warsi, Huma Qureshi, Vijay Raaz, Manoj Pahwa, Salman Shahid",India,2020-09-28,2020.0,2014,TV-14,146 min,"Comedies, Dramas, International Movies"
Movie,Golmaal Returns,Rohit Shetty,"Ajay Devgn, Kareena Kapoor, Arshad Warsi, Tusshar Kapoor, Shreyas Talpade, Celina Jaitly, Amrita Arora, Anjana Sukhani",India,2020-09-28,2020.0,2008,TV-MA,135 min,"Comedies, International Movies, Music & Musicals"
Movie,Ishq Vishk,Ken Ghosh,"Shahid Kapoor, Amrita Rao, Shenaz Treasury, Vishal Malhotra, Kapil Jhaveri, Shabhir, Deepti Gujral, Yash Tonk, Satish Shah, Neelima Azim",India,2020-09-28,2020.0,2003,TV-PG,129 min,"Comedies, International Movies, Music & Musicals"
Movie,Ishqiya,Abhishek Chaubey,"Naseeruddin Shah, Vidya Balan, Arshad Warsi, Salman Shahid, Anupama Kumar",India,2020-09-28,2020.0,2009,TV-14,115 min,"Comedies, International Movies, Romantic Movies"
Movie,Jab We Met,Imtiaz Ali,"Shahid Kapoor, Kareena Kapoor, Tarun Arora, Dara Singh, Pavan Malhotra, Kamal Tiwari, Kiran Juneja, Divya Seth, Saumya Tandon",India,2020-09-28,2020.0,2007,TV-14,143 min,"Comedies, International Movies, Music & Musicals"
Movie,Mann,Indra Kumar,"Aamir Khan, Manisha Koirala, Sharmila Tagore, Dipti Bhatnagar, Dalip Tahil, Anil Kapoor",India,2020-09-28,2020.0,1999,TV-14,173 min,"Dramas, International Movies, Romantic Movies"
Movie,Manorama Six Feet Under,Navdeep Singh,"Abhay Deol, Gul Panag, Raima Sen, Sarika, Kulbhushan Kharbanda, Vinay Pathak, Yana Gupta, Jogi, Brijendra Kala, Nawazuddin Siddiqui",India,2020-09-28,2020.0,2007,TV-14,129 min,"Dramas, International Movies, Thrillers"
Movie,Welcome,Anees Bazmee,"Akshay Kumar, Katrina Kaif, Nana Patekar, Anil Kapoor, Paresh Rawal, Mallika Sherawat, Feroz Khan, Ruslaan Mumtaz, Sunil Shetty, Malaika Arora, Asrani",India,2020-09-28,2020.0,2007,TV-PG,149 min,"Comedies, International Movies, Music & Musicals"
TV Show,"Whose Vote Counts, Explained",Not Specified,,United States,2020-09-28,2020.0,2020,TV-PG,1 Season,Docuseries
TV Show,Van Helsing,Not Specified,"Kelly Overton, Jonathan Scarfe, Christopher Heyerdahl, Paul Johansson, David Cubitt, Tim Guinee",United States,2020-09-27,2020.0,2019,TV-MA,4 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas"
TV Show,The Good Place,Not Specified,"Kristen Bell, Ted Danson, William Jackson Harper, Jameela Jamil, D'Arcy Carden, Manny Jacinto",United States,2020-09-26,2020.0,2020,TV-14,4 Seasons,TV Comedies
Movie,Time Out,Rikhil Bahadur,"Chirag Malhotra, Pranay Pachauri, Kaamya Sharma, Riya Kothari, Aditya Jain, Shiva Dawar, Sanya Arora, Tarana Marwah, Raunaq Chopra, Vedabrata Rao",India,2020-09-26,2020.0,2015,TV-14,98 min,"Dramas, Independent Movies, International Movies"
TV Show,A Perfect Crime,Not Specified,,Germany,2020-09-25,2020.0,2020,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
TV Show,Mighty Little Bheem,Not Specified,,Unknown,2020-09-25,2020.0,2020,TV-Y,3 Seasons,"Kids' TV, TV Comedies"
Movie,My Mother's Wound,Ozan Açıktan,"Ozan Güven, Meryem Uzerli, Belçim Bilgin, Okan Yalabık, Bora Akkaş, Sabina Ajrula",Unknown,2020-09-25,2020.0,2016,TV-MA,115 min,"Dramas, International Movies"
TV Show,Sneakerheads,Not Specified,"Allen Maldonado, Andrew Bachelor, Jearnest Corchado, Matthew Josten, Yaani King Mondschein, Justin Lee, Aja Evans",United States,2020-09-25,2020.0,2020,TV-MA,1 Season,TV Comedies
TV Show,The School Nurse Files,Not Specified,"Jung Yu-mi, Nam Joo-hyuk",South Korea,2020-09-25,2020.0,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries"
Movie,Zulu Man in Japan,Not Specified,Nasty C,Unknown,2020-09-25,2020.0,2019,TV-MA,44 min,"Documentaries, International Movies, Music & Musicals"
Movie,Real Steel,Shawn Levy,"Hugh Jackman, Dakota Goyo, Evangeline Lilly, Anthony Mackie, Kevin Durand, Hope Davis, James Rebhorn, Karl Yune, Olga Fonda, John Gatins","United States, India",2020-09-24,2020.0,2011,PG-13,127 min,"Action & Adventure, Sci-Fi & Fantasy, Sports Movies"
TV Show,The Chef Show,Not Specified,"Jon Favreau, Roy Choi",United States,2020-09-24,2020.0,2020,TV-MA,4 Seasons,Docuseries
Movie,Enola Holmes,Harry Bradbeer,"Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter, Louis Partridge, Burn Gorman, Adeel Akhtar, Susan Wokoma, Frances de la Tour, Fiona Shaw",United Kingdom,2020-09-23,2020.0,2020,PG-13,124 min,"Action & Adventure, Children & Family Movies, Dramas"
Movie,Kiss the Ground,"Joshua Tickell, Rebecca Harrell Tickell",Woody Harrelson,United States,2020-09-22,2020.0,2020,TV-G,85 min,Documentaries
TV Show,The Playbook,Not Specified,,United States,2020-09-22,2020.0,2020,TV-MA,1 Season,Docuseries
Movie,A Love Song for Latasha,Sophia Nahli Allison,,United States,2020-09-21,2020.0,2020,TV-PG,20 min,Documentaries
Movie,DTC Yukemuri Junjo Hen From High & Low,Norihisa Hiranuma,"Kenjiro Yamashita, Kanta Sato, Taiki Sato, Masayasu Yagi, Kousei Amano, Miu Arai, Taro Suruga, Yuko Fueki, Tomoki Hirose, Ryo Matsuda, Masaru Mizuno, Shunsuke Tanaka, Fumihiko Tachiki, Eri Murakawa, Katsuya Kobayashi",Japan,2020-09-20,2020.0,2018,TV-PG,102 min,"Dramas, International Movies"
Movie,High & Low The Movie,Shigeaki Kubo,"Takanori Iwata, Akira, Sho Aoyagi, Hiroomi Tosaka, Takahiro, Yuki Yamada, Masataka Kubota, Kento Hayashi, Keiji Kuroki, Goki Maeda, Elly, Kenchi Tachibana, Tatsuya Nakamura, Kosuke Toyohara, Arata Iura, Kyoko Koizumi",Japan,2020-09-20,2020.0,2016,TV-MA,129 min,"Action & Adventure, International Movies"
Movie,High & Low The Movie 2 / End of Sky,"Shigeaki Kubo, Tsuyoshi Nakakuki","Takanori Iwata, Keiji Kuroki, Aoi Nakamura, Yuki Yamada, Masataka Kubota, Kento Hayashi, Naoto, Akira, Sho Aoyagi, Takahiro, Hiroomi Tosaka, Nobuyuki Suzuki, Keita Machida, Elly, Mandy Sekiguchi, Reo Sano, Masahiko Tsugawa",Japan,2020-09-20,2020.0,2017,TV-MA,124 min,"Action & Adventure, International Movies"
Movie,High & Low The Movie 3 / Final Mission,"Shigeaki Kubo, Tsuyoshi Nakakuki","Takanori Iwata, Akira, Masataka Kubota, Takahiro, Hiroomi Tosaka, Sho Aoyagi, Reo Sano, Koichi Iwaki, Goro Kishitani, Masahiko Tsugawa, Keiji Kuroki, Yuki Yamada, Kento Hayashi, Naoto, Elly, Mandy Sekiguchi",Japan,2020-09-20,2020.0,2017,TV-MA,118 min,"Action & Adventure, International Movies"
Movie,High & Low The Red Rain,Yudai Yamaguchi,"Takahiro, Hiroomi Tosaka, Takumi Saitoh, Miyu Yoshimoto, Ken Ishiguro, Takanori Iwata, Naoko Iijima, Koichi Iwaki, Nobuyuki Suzuki, Keita Machida, Kenjiro Yamashita, Kanta Sato, Taiki Sato, Noemi Nakai, Tatsuya Nakamura, Taichi Saotome",Japan,2020-09-20,2020.0,2016,TV-MA,111 min,"Action & Adventure, International Movies"
Movie,High & Low The Worst,Shigeaki Kubo,"Kazuma Kawamura, Jun Shison, Yuki Yamada, Hokuto Yoshino, Goki Maeda, Ryuji Sato, Fuju Kamio, Jin Shirasu, Yuta Nakatsuka, Hayato Komori, Akihisa Shiono, Yo Aoi, Shin Koyanagi, Atsushi Arai, Ryotaro Sakaguchi",Unknown,2020-09-20,2020.0,2019,TV-MA,125 min,"Action & Adventure, International Movies"
Movie,Road To High & Low,Shigeaki Kubo,"Takanori Iwata, Nobuyuki Suzuki, Keita Machida, Akira, Sho Aoyagi, Keiji Kuroki, Yuki Yamada, Masataka Kubota, Kento Hayashi, Kenjiro Yamashita, Kanta Sato, Taiki Sato, Takahiro, Hiroomi Tosaka, Tatsuya Nakamura, Arata Iura",Japan,2020-09-20,2020.0,2016,TV-MA,94 min,"Action & Adventure, International Movies"
Movie,The Blue Elephant 2,Marwan Hamed,"Karim Abdel Aziz, Nelly Karim, Hend Sabry, Shereen Reda, Khaled El Sawy, Eyad Nassar, Tara Emad, Amgad Elsharqawy",Egypt,2020-09-20,2020.0,2019,TV-MA,130 min,"Horror Movies, International Movies, Thrillers"
Movie,Bhaji In Problem,Smeep Kang,"Gippy Grewal, Gurpreet Guggi, Ragini Khanna, Om Puri, B.N. Sharma, Avtar Gill, Karamjit Anmol, Rana Jung Bahadur",India,2020-09-19,2020.0,2013,TV-14,117 min,"Comedies, International Movies"
Movie,Black,Raja Chanda,"Soham Chakraborty, Bidya Sinha Mim, Ashish Vidyarthi, Rajatabha Dutta, Rudranil Ghosh, Kharaj Mukherjee",India,2020-09-19,2020.0,2015,TV-14,137 min,"Action & Adventure, International Movies"
TV Show,Fukrey Boyzzz,Not Specified,"Viraaj Modgill, Jasleen Singh, Pooja Punjabi, Viswanathan Sridhar, Manish Bhavan, Suvela Sharma, Surabhi Pandey, Zeel Thakkar",Unknown,2020-09-19,2020.0,2020,TV-Y,1 Season,"Kids' TV, TV Comedies"
Movie,Saheb Biwi Aur Gangster Returns,Tigmanshu Dhulia,"Irrfan Khan, Jimmy Shergill, Soha Ali Khan, Mahie Gill, Raj Babbar, Deep Raj Rana, Rajiv Gupta, Sitaram Panchal, Rajesh Khera, Mugdha Godse",India,2020-09-19,2020.0,2013,TV-MA,139 min,"Dramas, International Movies, Romantic Movies"
Movie,Santa Banta Pvt Ltd,Akashdeep,"Boman Irani, Vir Das, Neha Dhupia, Lisa Haydon, Ram Kapoor, Johny Lever, Vijay Raaz, Tinnu Anand, Sanjay Mishra, Ayub Khan",India,2020-09-19,2020.0,2016,TV-14,111 min,"Comedies, International Movies"
Movie,The Royal Bengal Tiger,Rajesh Ganguly,"Jeet, Abir Chatterjee, Priyanka Sarkar, Shradha Das, Kharaj Mukherjee, Shantilal Mukherjee, Barun Chanda, Deb Ranajan Nag, Rajesh Sharma",India,2020-09-19,2020.0,2014,TV-MA,103 min,"Dramas, International Movies, Thrillers"
Movie,Dolly Kitty Aur Woh Chamakte Sitare,Alankrita Shrivastava,"Bhumi Pednekar, Konkona Sen Sharma, Vikrant Massey, Amol Parashar, Aamir Bashir, Karan Kundra, Kalp Shah, Hearty Singh, Neelima Azim, Kubbra Sait",India,2020-09-18,2020.0,2020,TV-MA,120 min,"Dramas, Independent Movies, International Movies"
TV Show,Ratched,Not Specified,"Sarah Paulson, Finn Wittrock, Judy Davis, Sharon Stone, Cynthia Nixon, Jon Jon Briones, Charlie Carver",United States,2020-09-18,2020.0,2020,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries"
TV Show,The American Barbecue Showdown,Not Specified,"Lyric Lewis, Rutledge Wood",United States,2020-09-18,2020.0,2020,TV-G,1 Season,Reality TV
TV Show,The Blacklist,Not Specified,"James Spader, Megan Boone, Diego Klattenhoff, Ryan Eggold, Harry Lennix, Amir Arison, Hisham Tawfiq, Mozhan Marnò",United States,2020-09-18,2020.0,2019,TV-14,7 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers"
Movie,Whipped,Chandra Liow,"Andovi da Lopez, Jovial da Lopez, Chandra Liow, Tommy Limmm, Susan Sameh, Widika Sidmore, Kezia Aletheia, Karina Salim",Indonesia,2020-09-18,2020.0,2020,TV-14,98 min,"Comedies, International Movies, Romantic Movies"
Movie,Anaamika,Sekhar Kammula,"Nayantara, Vaibhav Reddy, Pasupathy, Harshvardhan Rane, Thagubothu Ramesh, Vinay Varma, Dheer Charan Srivastav, D. Narsingh Rao",India,2020-09-17,2020.0,2014,TV-14,130 min,"International Movies, Thrillers"
TV Show,Dragon's Dogma,Not Specified,"Greg Chun, Erica Mendez, Cristina Vee, David Lodge, Yuichi Nakamura, Nana Mizuki, Miyuki Sawashiro, Yuko Sanpei, Suzuko Mimori, Takayuki Sugo",Unknown,2020-09-17,2020.0,2020,TV-MA,1 Season,"Anime Series, International TV Shows"
Movie,GIMS: On the Record,Florent Bodin,Maître Gims,France,2020-09-17,2020.0,2020,TV-MA,96 min,"Documentaries, International Movies, Music & Musicals"
Movie,Horrid Henry's Gross Day Out,Gary Andrews,"Lizzie Waterworth-Santo, Emma Tate, Sue Elliot Nicholls, Tamsin Heatley, Wayne Forester, Aidan Cook, Philip Pope",United Kingdom,2020-09-17,2020.0,2020,TV-Y,61 min,"Children & Family Movies, Comedies"
Movie,Nee Enge En Anbe,Sekhar Kammula,"Nayantara, Vaibhav Reddy, Pasupathy, Harshvardhan Rane, Thagubothu Ramesh, Vinay Varma, Dheer Charan Srivastav, D. Narsingh Rao",Unknown,2020-09-17,2020.0,2014,TV-14,137 min,"International Movies, Thrillers"
Movie,Residue,Merawi Gerima,"Obinna Nwachukwu, Dennis Lindsey, Taline Stewart, Derron Scott, Jamal Graham, JaCari Dye, Julian Selman, Melody Tally, Ramon Thompson, Hasinatu Camara",United States,2020-09-17,2020.0,2020,TV-MA,90 min,"Dramas, Independent Movies"
TV Show,The Last Word,Not Specified,"Anke Engelke, Thorsten Merten, Nina Gummich, Johannes Zeiler, Juri Winkler, Gudrun Ritter, Aaron Hilmer, Claudia Geisler-Bading",Germany,2020-09-17,2020.0,2020,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas"
TV Show,Baby,Not Specified,"Benedetta Porcaroli, Alice Pagani, Riccardo Mandolini, Chabeli Sastre Gonzalez, Brando Pacitto, Lorenzo Zurzolo, Claudia Pandolfi, Galatea Ranzi",Italy,2020-09-16,2020.0,2020,TV-MA,3 Seasons,"International TV Shows, TV Dramas, Teen TV Shows"
TV Show,Challenger,Not Specified,,United States,2020-09-16,2020.0,2020,TV-14,1 Season,"Docuseries, Science & Nature TV"
TV Show,Criminal: UK,Not Specified,"Katherine Kelly, Lee Ingleby, Mark Stanley, Rochenda Sandall, Shubham Saraf, Nicholas Pinnock, David Tennant, Hayley Atwell, Youssef Kerkour, Clare-Hope Ashitey, Isabella Laughland","United Kingdom, France, Germany, Spain",2020-09-16,2020.0,2020,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows"
Movie,Dr Jason Leong Hashtag Blessed,Kubhaer T. Jethwani,Jason Leong,Unknown,2020-09-16,2020.0,2018,TV-MA,69 min,Stand-Up Comedy
TV Show,Signs,Not Specified,"Andrzej Konopka, Helena Sujecka, Piotr Trojan, Michał Czernecki, Mariusz Ostrowski, Robert Gulaczyk, Mirosław Kropielnicki, Helena Englert, Paulina Gałązka, Magdalena Źak",Poland,2020-09-16,2020.0,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
TV Show,Sing On!,Not Specified,Tituss Burgess,United States,2020-09-16,2020.0,2020,TV-PG,1 Season,Reality TV
Movie,The Devil All The Time,Antonio Campos,"Tom Holland, Bill Skarsgård, Riley Keough, Robert Pattinson, Mia Wasikowska, Jason Clarke, Sebastian Stan, Haley Bennett, Harry Melling, Eliza Scanlen",United States,2020-09-16,2020.0,2020,R,139 min,"Dramas, Thrillers"
Movie,The Paramedic,Carles Torras,"Mario Casas, Déborah François, Guillermo Pfening, María Rodríguez Soto, Celso Bugallo, Raúl Jiménez, Pol Monen, Alice Bocchi, Martín Bacigalupo",Spain,2020-09-16,2020.0,2020,TV-MA,94 min,"Dramas, International Movies, Thrillers"
Movie,The Take,James Watkins,"Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly, José Garcia, Vincent Londez, Arieh Worthalter, Mohamed Makhtoumi, Théo Costa-Marini, Jérôme Gaspard","United Kingdom, France, United States, Belgium, Luxembourg, China, Germany",2020-09-16,2020.0,2016,R,92 min,"Action & Adventure, International Movies"
TV Show,Call the Midwife,Philippa Lowthorpe,"Vanessa Redgrave, Bryony Hannah, Helen George, Jenny Agutter, Pam Ferris, Laura Main, Judy Parfitt, Cliff Parisi, Stephen McGann, Ben Caplan, Miranda Hart, Jessica Raine, Max Macmillan, Victoria Yeates, Jack Ashton, Emerald Fennell, Linda Bassett",United Kingdom,2020-09-15,2020.0,2020,TV-MA,9 Seasons,"British TV Shows, International TV Shows, TV Dramas"
Movie,Hope Frozen: A Quest to Live Twice,Pailin Wedel,,"Thailand, United States",2020-09-15,2020.0,2020,TV-PG,80 min,"Documentaries, International Movies"
Movie,Michael McIntyre: Showman,Chris Howe,Michael McIntyre,United Kingdom,2020-09-15,2020.0,2020,TV-MA,63 min,Stand-Up Comedy
Movie,Raising Victor Vargas,Peter Sollett,"Victor Rasuk, Judy Marte, Melonie Diaz, Altagracia Guzman, Silvestre Rasuk, Krystal Rodriguez, Kevin Rivera, Wilfree Vasquez, Donna Maldonado","France, United States",2020-09-15,2020.0,2002,R,88 min,"Dramas, Independent Movies, Romantic Movies"
TV Show,Taco Chronicles,Not Specified,,United States,2020-09-15,2020.0,2020,TV-MA,2 Seasons,"Docuseries, International TV Shows, Reality TV"
Movie,The Smurfs 2,Raja Gosnell,"Neil Patrick Harris, Brendan Gleeson, Jayma Mays, Hank Azaria, Katy Perry, Christina Ricci, Jonathan Winters, J.B. Smoove, George Lopez, Anton Yelchin, Fred Armisen, Jacob Tremblay, Alan Cumming","United States, France, Canada, Belgium",2020-09-15,2020.0,2013,PG,105 min,"Children & Family Movies, Comedies"
Movie,Wish Upon a Unicorn,Steve Bencich,"Ryan Kiera Armstrong, Summer Fontana, Kevin J. O'Connor, Tait Blum, Jon Gries, Branscombe Richmond, Rick Overton, Jonathan Lajoie, Chloe Webb",Unknown,2020-09-15,2020.0,2020,PG,93 min,Children & Family Movies
Movie,Lara and the Beat,Tosin Coker,"Seyi Shay, Somkele Iyamah, Vector, Chioma Chukwuka Akpotha, Uche Jumbo, Sharon Ooja, Shaffy Bello, Saidi Balogun, Kemi Lala Akindoju, Ademola Adedoyin",Nigeria,2020-09-14,2020.0,2018,TV-MA,140 min,"Dramas, International Movies, Music & Musicals"
TV Show,Buddi,Not Specified,"Greta Jameson, Ralf Jameson, Clementine Laikin, Felix Laikin","United Kingdom, China",2020-09-11,2020.0,2020,TV-Y,2 Seasons,"British TV Shows, Kids' TV"
